,latitude,longitude,code,val
0,16.054785,103.66429,ABRT,8.7
1,15.788054,104.642235,ACRU,6.7
2,17.860956,101.61144,AIT002,1.3
3,18.151169,102.17911,AIT003,1.3
4,18.016796,103.0809,AIT004,3.2
5,18.282616,103.88075,AIT005,10.3
6,17.61093,104.396034,AIT006,4.0
7,17.09678,104.76291,AIT007,0.2
8,16.546862,104.730385,AIT008,5.0
9,16.345835,104.889885,AIT009,1.2
10,15.931226,105.33725,AIT010,3.9
11,15.310499,105.49311,AIT011,1.3
12,17.61611,103.42706,BAKI,1.9
13,17.372976,103.984436,BBUA,0.9
14,17.38684,103.29087,BCNG,6.5
15,14.587073,102.49519,BDAR,0.4
16,17.704449,103.26374,BDGN,0.1
17,16.790775,103.66739,BDLM,0
18,17.076832,103.02149,BDMG,3.1
19,16.008148,103.319046,BDWN,0.0
20,15.013624,102.7486,BGRT,1.9
21,14.615361,104.64972,BHPK,9.4
22,15.34234,104.821556,BHRA,7.3
23,16.706406,103.28007,BHYD,0
24,14.566598,103.74285,BJAN,1.6
25,16.018831,101.50007,BJIG,4.3
26,15.6989565,102.01483,BKHI,1.0
27,17.968061,104.04947,BKHL,0.0
28,14.7293005,101.98731,BKUG,4.6
29,16.425287,103.559715,BMOD,6.2
30,15.521906,104.33994,BMUA,0
31,14.854486,105.32193,BNAK,0.0
32,17.261852,102.33818,BNHI,2.7
33,16.127357,104.115,BNHO,0.2
34,16.908905,104.61866,BNKE,3.7
35,14.694645,102.88828,BNKP,0.9
36,15.12195,104.24135,BNLG,0.0
37,16.18973,104.51632,BNMK,1.3
38,16.11657,102.706726,BNPI,6.2
39,17.686718,102.47648,BNPU,2.8
40,15.861906,104.51559,BNYM,10.4
41,17.49028,101.93206,BPIA,3.7
42,17.351482,104.620384,BPUG,2.3
43,17.626986,104.26147,BPUN,4.0
44,14.837475,102.06884,BSDE,3.2
45,17.317413,101.63532,BSIK,3.3
46,14.395698,102.84723,BSKJ,0.0
47,15.212073,102.4462,BSUM,17.0
48,17.703592,103.435104,BTHO,1.6
49,14.666736,104.27321,BTUD,3.9
50,16.44443,102.725105,BTUM,9.9
