,latitude,longitude,code,val
0,16.054785,103.66429,ABRT,18.3
1,15.788054,104.642235,ACRU,9.7
2,17.860956,101.61144,AIT002,7.5
3,18.151169,102.17911,AIT003,1.6
4,18.016796,103.0809,AIT004,14.8
5,18.282616,103.88075,AIT005,12.4
6,17.61093,104.396034,AIT006,6.9
7,17.09678,104.76291,AIT007,12.3
8,16.546862,104.730385,AIT008,16.5
9,16.345835,104.889885,AIT009,39.5
10,15.931226,105.33725,AIT010,2.5
11,15.310499,105.49311,AIT011,2.2
12,17.61611,103.42706,BAKI,18.4
13,17.372976,103.984436,BBUA,5.8
14,17.38684,103.29087,BCNG,16.4
15,14.587073,102.49519,BDAR,3.0
16,17.704449,103.26374,BDGN,11.4
17,16.790775,103.66739,BDLM,0
18,17.076832,103.02149,BDMG,17.2
19,16.008148,103.319046,BDWN,7.7
20,15.013624,102.7486,BGRT,4.8
21,14.615361,104.64972,BHPK,2.1
22,15.34234,104.821556,BHRA,18.2
23,16.706406,103.28007,BHYD,0
24,14.566598,103.74285,BJAN,10.3
25,16.018831,101.50007,BJIG,11.8
26,15.6989565,102.01483,BKHI,6.1
27,17.968061,104.04947,BKHL,9.5
28,14.7293005,101.98731,BKUG,0.6
29,16.425287,103.559715,BMOD,12.4
30,15.521906,104.33994,BMUA,0
31,14.854486,105.32193,BNAK,5.3
32,17.261852,102.33818,BNHI,14.0
33,16.127357,104.115,BNHO,8.5
34,16.908905,104.61866,BNKE,6.6
35,14.694645,102.88828,BNKP,2.5
36,15.12195,104.24135,BNLG,11.2
37,16.18973,104.51632,BNMK,8.5
38,16.11657,102.706726,BNPI,8.0
39,17.686718,102.47648,BNPU,23.0
40,15.861906,104.51559,BNYM,11.5
41,17.49028,101.93206,BPIA,7.3
42,17.351482,104.620384,BPUG,5.5
43,17.626986,104.26147,BPUN,6.4
44,14.837475,102.06884,BSDE,0.9
45,17.317413,101.63532,BSIK,10.1
46,14.395698,102.84723,BSKJ,4.4
47,15.212073,102.4462,BSUM,12.1
48,17.703592,103.435104,BTHO,15.1
49,14.666736,104.27321,BTUD,2.4
50,16.44443,102.725105,BTUM,9.1
51,14.496074,102.247284,BUGN,0.9
52,18.364815,103.65407,BUSW,19.6
53,15.933129,101.699524,CHI001,4.8
54,15.770343,101.81253,CHI002,0
55,15.681611,102.00953,CHI003,6.0
56,15.75297,102.25305,CHI004,0
57,16.096876,102.57001,CHI005,3.3
58,16.325874,102.78599,CHI006,11.5
59,16.250986,103.07402,CHI007,0
60,16.21783,103.61631,CHI008,0
61,16.0342,103.90716,CHI009,0
62,15.524874,104.24969,CHI010,12.6
63,15.322514,104.546524,CHI011,13.6
64,16.2323,103.27108,CHI012,10.6
65,16.411118,103.46708,CHI013,13.0
66,15.96448,104.0153,CHI014,0
67,16.528978,102.906006,CHI015,6.7
68,15.113833,103.6104,CHPA,7.6
69,15.906904,101.42754,CHTG,5.9
70,16.368202,104.057785,CPON,9.4
71,16.11673,102.231926,CSMO,9.1
72,17.07915,104.32593,DMKH,7.1
73,16.3184,104.918945,DTAN,27.6
74,17.594927,103.96947,FOP014,4.4
75,17.689241,103.946594,FOP023,3.0
76,17.622486,103.93653,FOP024,6.5
77,18.339111,103.39763,HKNL,15.9
78,16.43052,101.96628,HUYG,11.6
79,14.973367,103.18647,HYRT,7.9
