,latitude,longitude,code,val
0,16.054785,103.66429,ABRT,25.3
1,15.788054,104.642235,ACRU,24.7
2,17.860956,101.61144,AIT002,24.2
3,18.151169,102.17911,AIT003,25.6
4,18.016796,103.0809,AIT004,24.8
5,18.282616,103.88075,AIT005,23.5
6,17.61093,104.396034,AIT006,23.5
7,17.09678,104.76291,AIT007,23.5
8,16.546862,104.730385,AIT008,24.3
9,16.345835,104.889885,AIT009,23.8
10,15.931226,105.33725,AIT010,24.1
11,15.310499,105.49311,AIT011,25.9
12,17.61611,103.42706,BAKI,24.2
13,17.372976,103.984436,BBUA,23.5
14,17.38684,103.29087,BCNG,24.5
15,14.587073,102.49519,BDAR,24.5
16,17.704449,103.26374,BDGN,24.5
17,16.790775,103.66739,BDLM,
18,17.076832,103.02149,BDMG,24.2
19,16.008148,103.319046,BDWN,24.5
20,15.013624,102.7486,BGRT,24.8
21,14.615361,104.64972,BHPK,24.6
22,15.34234,104.821556,BHRA,25.5
23,16.706406,103.28007,BHYD,
24,14.566598,103.74285,BJAN,25.0
25,16.018831,101.50007,BJIG,25.0
26,15.6989565,102.01483,BKHI,25.3
27,17.968061,104.04947,BKHL,23.8
28,14.7293005,101.98731,BKUG,26.1
29,16.425287,103.559715,BMOD,25.4
30,15.521906,104.33994,BMUA,
31,14.854486,105.32193,BNAK,25.5
32,17.261852,102.33818,BNHI,24.6
33,16.127357,104.115,BNHO,25.1
34,16.908905,104.61866,BNKE,23.1
35,14.694645,102.88828,BNKP,25.5
36,15.12195,104.24135,BNLG,24.5
37,16.18973,104.51632,BNMK,24.6
38,16.11657,102.706726,BNPI,25.6
39,17.686718,102.47648,BNPU,24.5
40,15.861906,104.51559,BNYM,
41,17.49028,101.93206,BPIA,23.4
42,17.351482,104.620384,BPUG,23.0
43,17.626986,104.26147,BPUN,22.9
44,14.837475,102.06884,BSDE,25.4
45,17.317413,101.63532,BSIK,23.5
46,14.395698,102.84723,BSKJ,
47,15.212073,102.4462,BSUM,25.1
48,17.703592,103.435104,BTHO,24.9
49,14.666736,104.27321,BTUD,
50,16.44443,102.725105,BTUM,25.2
51,14.496074,102.247284,BUGN,
52,18.364815,103.65407,BUSW,24.8
53,15.933129,101.699524,CHI001,25.0
54,15.770343,101.81253,CHI002,
55,15.681611,102.00953,CHI003,26.0
56,15.75297,102.25305,CHI004,
57,16.096876,102.57001,CHI005,24.9
58,16.325874,102.78599,CHI006,
59,16.250986,103.07402,CHI007,
60,16.21783,103.61631,CHI008,
61,16.0342,103.90716,CHI009,
62,15.524874,104.24969,CHI010,24.8
63,15.322514,104.546524,CHI011,24.9
64,16.2323,103.27108,CHI012,24.2
65,16.411118,103.46708,CHI013,25.4
66,15.96448,104.0153,CHI014,
67,16.528978,102.906006,CHI015,25.1
68,15.113833,103.6104,CHPA,22.2
69,15.906904,101.42754,CHTG,27.8
70,16.368202,104.057785,CPON,24.3
71,16.11673,102.231926,CSMO,25.2
72,17.07915,104.32593,DMKH,23.5
73,16.3184,104.918945,DTAN,
74,17.594927,103.96947,FOP014,24.0
75,17.689241,103.946594,FOP023,23.5
76,17.622486,103.93653,FOP024,24.1
77,18.339111,103.39763,HKNL,24.1
78,16.43052,101.96628,HUYG,24.4
79,14.973367,103.18647,HYRT,26.2
80,16.496685,104.66871,KAHN,23.6
81,14.710342,105.01801,KANG,25.2
82,15.443823,102.32844,KHOG,26.0
83,16.543028,104.40855,KMCE,23.4
84,17.831097,103.75677,KMTK,24.2
85,15.308299,103.12403,KNDG,24.8
86,17.31235,101.7726,KON001,24.2
87,17.509333,101.7366,KON002,24.8
88,17.575666,102.27328,KON003,24.6
89,17.48233,102.79708,KON004,25.0
90,17.639353,103.0984,KON005,24.6
91,16.74822,102.923195,KPEM,26.0
92,16.243116,103.06304,KSPS,
93,17.412985,102.788666,KUDN,25.1
94,15.665376,103.57421,KWSI,
95,16.896736,102.20167,LDKS,24.7
96,17.496407,100.88749,LHOK,21.7
97,14.188854,102.68468,LNRG,
98,14.850811,103.49769,MGTI,25.9
99,16.48885,102.419075,MITP01,
100,15.105278,104.568665,MKTR,25.0
101,17.503641,101.35063,MOU087,17.7
102,17.928356,102.06969,MOU088,22.7
103,17.210735,103.003716,MOU089,
