,latitude,longitude,code,val
0,16.054785,103.66429,ABRT,
1,15.788054,104.642235,ACRU,63.8
2,17.860956,101.61144,AIT002,73.9
3,18.151169,102.17911,AIT003,69.7
4,18.016796,103.0809,AIT004,65.6
5,18.282616,103.88075,AIT005,74.5
6,17.61093,104.396034,AIT006,69.4
7,17.09678,104.76291,AIT007,
8,16.546862,104.730385,AIT008,64.5
9,16.345835,104.889885,AIT009,68.3
10,15.931226,105.33725,AIT010,65.5
11,15.310499,105.49311,AIT011,61.8
12,17.61611,103.42706,BAKI,63.3
13,17.372976,103.984436,BBUA,65.7
14,17.38684,103.29087,BCNG,61.0
15,14.587073,102.49519,BDAR,65.6
16,17.704449,103.26374,BDGN,63.6
17,16.790775,103.66739,BDLM,
18,17.076832,103.02149,BDMG,65.1
19,16.008148,103.319046,BDWN,100.0
20,15.013624,102.7486,BGRT,65.9
21,14.615361,104.64972,BHPK,69.2
22,15.34234,104.821556,BHRA,64.6
23,16.706406,103.28007,BHYD,
24,14.566598,103.74285,BJAN,63.4
25,16.018831,101.50007,BJIG,67.4
26,15.6989565,102.01483,BKHI,65.8
27,17.968061,104.04947,BKHL,69.4
28,14.7293005,101.98731,BKUG,63.4
29,16.425287,103.559715,BMOD,69.8
30,15.521906,104.33994,BMUA,
31,14.854486,105.32193,BNAK,
32,17.261852,102.33818,BNHI,64.6
33,16.127357,104.115,BNHO,61.9
34,16.908905,104.61866,BNKE,63.3
35,14.694645,102.88828,BNKP,62.1
36,15.12195,104.24135,BNLG,64.6
37,16.18973,104.51632,BNMK,62.6
38,16.11657,102.706726,BNPI,62.4
39,17.686718,102.47648,BNPU,63.4
40,15.861906,104.51559,BNYM,
41,17.49028,101.93206,BPIA,73.0
42,17.351482,104.620384,BPUG,
43,17.626986,104.26147,BPUN,66.9
44,14.837475,102.06884,BSDE,
45,17.317413,101.63532,BSIK,78.4
46,14.395698,102.84723,BSKJ,61.5
47,15.212073,102.4462,BSUM,
48,17.703592,103.435104,BTHO,70.1
49,14.666736,104.27321,BTUD,
50,16.44443,102.725105,BTUM,59.8
51,14.496074,102.247284,BUGN,72.5
52,18.364815,103.65407,BUSW,69.9
53,15.933129,101.699524,CHI001,
54,15.770343,101.81253,CHI002,
55,15.681611,102.00953,CHI003,61.3
56,15.75297,102.25305,CHI004,
57,16.096876,102.57001,CHI005,68.3
58,16.325874,102.78599,CHI006,63.3
59,16.250986,103.07402,CHI007,
60,16.21783,103.61631,CHI008,
61,16.0342,103.90716,CHI009,
62,15.524874,104.24969,CHI010,65.3
63,15.322514,104.546524,CHI011,63.4
64,16.2323,103.27108,CHI012,69.9
65,16.411118,103.46708,CHI013,64.9
66,15.96448,104.0153,CHI014,
67,16.528978,102.906006,CHI015,62.6
68,15.113833,103.6104,CHPA,60.3
69,15.906904,101.42754,CHTG,62.6
70,16.368202,104.057785,CPON,67.8
71,16.11673,102.231926,CSMO,78.7
72,17.07915,104.32593,DMKH,67.3
73,16.3184,104.918945,DTAN,
74,17.594927,103.96947,FOP014,64.0
75,17.689241,103.946594,FOP023,65.5
76,17.622486,103.93653,FOP024,61.8
77,18.339111,103.39763,HKNL,78.5
78,16.43052,101.96628,HUYG,68.4
79,14.973367,103.18647,HYRT,59.4
80,16.496685,104.66871,KAHN,64.9
81,14.710342,105.01801,KANG,69.4
82,15.443823,102.32844,KHOG,59.7
83,16.543028,104.40855,KMCE,
84,17.831097,103.75677,KMTK,62.5
85,15.308299,103.12403,KNDG,100.0
86,17.31235,101.7726,KON001,69.3
87,17.509333,101.7366,KON002,71.1
88,17.575666,102.27328,KON003,67.8
89,17.48233,102.79708,KON004,64.7
90,17.639353,103.0984,KON005,66.0
91,16.74822,102.923195,KPEM,58.8
92,16.243116,103.06304,KSPS,
93,17.412985,102.788666,KUDN,55.2
94,15.665376,103.57421,KWSI,
95,16.896736,102.20167,LDKS,70.7
96,17.496407,100.88749,LHOK,75.3
97,14.188854,102.68468,LNRG,68.3
98,14.850811,103.49769,MGTI,68.3
99,16.48885,102.419075,MITP01,61.3
100,15.105278,104.568665,MKTR,63.3
101,17.503641,101.35063,MOU087,80.8
102,17.928356,102.06969,MOU088,78.4
103,17.210735,103.003716,MOU089,64.7
104,17.187243,103.45411,MOU090,63.1
105,17.158497,102.69408,MOU091,69.9
106,17.078436,102.56078,MOU092,65.8
107,16.931946,102.7016,MOU093,62.4
108,16.886986,101.78821,MOU094,82.5
109,16.758228,101.96858,MOU095,
110,16.682842,103.957504,MOU096,
111,16.677929,102.354195,MOU097,61.3
112,16.66195,102.22475,MOU098,70.7
113,16.66067,101.73709,MOU099,79.6
114,16.433313,104.80224,MOU100,63.5
115,15.997118,101.88819,MOU101,64.6
116,15.984405,102.037865,MOU102,66.1
117,15.885829,104.73016,MOU103,64.5
118,15.632916,101.38916,MOU104,71.6
119,15.62108,105.6168,MOU105,
120,14.549555,101.26519,MOU106,79.8
121,14.467741,101.59084,MOU107,78.3
122,14.404393,104.688,MOU108,59.3
123,14.4351635,105.255844,MOU109,
124,14.431585,104.05005,MOU110,70.4
125,14.356429,101.72591,MOU111,
126,14.322967,101.93308,MOU112,74.7
127,14.250021,102.97807,MOU113,63.3
128,16.8692,104.528,MOU204,63.2
129,17.3048,101.4,MOU211,73.1
130,17.503416,100.93903,MOU212,74.4
131,16.8463,103.779,MOU231,53.6
132,15.9385,101.521,MOU232,69.9
133,16.4997,101.673,MOU233,81.3
134,15.10227,104.28878,MOU244,
135,14.5013,104.276,MOU251,69.3
136,14.4554,103.915,MOU252,61.4
137,14.2047,102.211,MOU256,52.2
138,17.249895,101.38313,MOU426,68.1
139,14.968018,102.23782,MUN002,100.0
140,15.286645,102.68465,MUN003,63.2
141,15.201532,102.489685,MUN004,
142,15.339514,104.15235,MUN005,65.3
143,15.205614,104.81391,MUN006,
144,15.435367,103.01265,MUN008,
145,14.875548,103.37887,MUN009,
146,15.118101,104.318596,MUN010,64.3
147,15.249662,105.2393,MUN011,58.0
148,14.633083,103.23043,MUN012,68.6
149,15.048324,104.02095,MUN013,
150,15.299861,103.29233,MUN014,66.0
151,15.329683,103.68261,MUN015,
152,15.840045,104.455666,MUN016,
153,15.32767,104.68188,MUN017,
154,16.797806,104.04481,NAKU,
155,15.350509,103.47608,NANP,61.8
156,15.560492,105.50172,NAPK,
157,15.011457,104.9482,NASG,60.5
158,17.824257,101.66916,NASW,73.3
159,15.254277,101.8664,NBLK,65.7
160,17.889479,103.21055,NEAK,62.7
161,15.2784605,102.63903,NGCH,64.9
162,15.977661,105.03393,NGPH,
163,17.204111,103.687035,NKNN,
164,15.165593,102.087746,NKSG,60.9
165,17.080946,103.39906,NKTP,63.5
166,15.891125,103.078186,NNDG,60.5
167,16.199198,101.93238,NNKO,67.2
168,17.320726,102.0248,NNPT,65.9
169,16.67888,101.987114,NNTU,
170,15.774314,103.102806,NOKG,65.5
171,18.10733,103.41312,NOKW,68.9
172,17.695118,102.6153,NONA,66.9
173,14.864202,104.350685,NOPU,66.1
174,15.901687,105.278755,NTAN,65.1
175,15.754068,103.917465,NTTI,
176,17.250784,102.60559,NWSO,60.9
177,14.499624,104.99805,NYUN,60.5
178,16.92319,104.7161,ONE006,63.3
179,16.922228,104.71621,ONE007,63.3
180,16.928389,104.720314,ONE008,63.2
181,16.927946,104.72031,ONE009,63.5
182,16.929127,104.70069,ONE010,
183,16.96218,104.52514,ONE011,
184,16.96175,104.52583,ONE012,63.3
185,16.993048,104.59141,ONE013,66.9
186,17.001423,104.42569,ONE014,62.1
187,17.00039,104.42528,ONE015,
188,17.057098,104.363556,ONE016,58.2
189,17.065418,104.579025,ONE017,
190,17.064844,104.57885,ONE018,63.6
191,17.115343,104.53788,ONE019,61.7
192,17.114717,104.53841,ONE020,62.9
193,15.240674,101.786194,ONE021,52.3
194,15.310615,101.743996,ONE022,59.9
195,17.081032,104.36085,ONE028,65.5
196,17.080105,104.36071,ONE029,63.0
197,17.126007,104.14093,ONE030,63.1
198,17.15318,104.2829,ONE031,
199,17.15333,104.28338,ONE032,
200,17.166748,104.11901,ONE033,
201,17.208946,104.101845,ONE034,
202,16.548172,104.20809,ONE050,52.7
203,16.923668,103.59711,ONE051,
204,16.533354,103.205505,ONE052,62.6
205,14.418626,102.22095,ONE053,60.4
206,15.486866,102.24146,ONE054,63.0
207,15.603773,102.21791,ONE055,60.9
208,14.772733,101.71567,ONE056,65.8
209,14.635942,101.844666,ONE057,62.5
210,16.30008,102.26176,ONE065,59.6
211,16.870367,104.552444,ONE068,65.2
212,17.177198,104.608246,ONE069,61.3
213,16.923141,104.39272,ONE070,
214,14.2470045,102.93663,ONE072,65.8
215,14.370019,103.14557,ONE073,62.1
216,16.341164,104.52088,ONE083,63.7
217,16.226318,104.775986,ONE084,65.4
218,16.461332,104.260345,ONE085,61.9
219,16.798046,104.51644,ONE086,
220,16.12564,104.750725,ONE087,60.9
221,16.683016,104.15919,ONE092,
222,14.486936,104.45376,ONE093,64.9
223,16.871344,103.992195,ONE094,64.2
224,16.90026,104.18291,ONE095,61.4
225,17.120447,104.05049,ONE096,64.5
226,17.214973,103.95327,ONE097,62.8
227,14.431426,103.96209,ONE101,69.5
228,14.4672365,103.61535,ONE102,
229,15.927208,104.62791,ONE103,61.3
230,15.939874,104.78428,ONE104,69.4
231,17.356894,102.60081,ONE105,64.4
232,17.041063,102.62487,ONE106,63.3
233,14.420161,105.179794,ONE107,64.2
234,17.398815,103.71349,PGKH,66.5
235,16.877161,101.861404,PHKD,59.2
236,15.781359,102.596535,PHON,60.7
237,18.059086,103.08175,PHPS,69.3
238,18.063122,103.73638,PNCR,71.1
239,17.089527,101.11005,POCE,77.7
240,17.006287,103.91594,PPAN,66.9
241,14.645426,103.436264,PRST,
242,17.877052,102.727104,PTWY,67.8
243,16.638739,102.42057,PTYS,62.6
244,15.310045,105.279106,RAWE,64.2
245,14.984579,101.50314,RID085,
246,14.644163,101.31594,RSW001,
247,14.627946,101.32013,RSW002,
248,14.614695,101.332344,RSW003,
249,16.380875,103.75481,SACS,61.5
250,18.0687,102.26269,SGKM,68.2
251,14.947535,102.40288,SISU,64.9
252,17.777632,104.01503,SKM001,69.1
253,17.821556,103.38691,SKM003,
254,17.674871,104.28583,SKM004,
255,17.594727,103.38448,SKM005,66.5
256,16.355639,102.37859,SMSU,61.2
257,17.020002,102.59124,SOKL,63.1
258,17.251728,104.181786,TARE,70.2
259,15.5038,104.966,TB0003,
260,15.097126,102.866806,TBR016,64.8
261,15.795404,104.14032,TBR017,64.5
262,15.983045,104.31135,TBR018,65.9
263,16.14868,104.3944,TBR019,
264,16.268076,104.40586,TBR020,
265,16.167002,104.64116,TBR021,65.6
266,14.617069,102.90032,TBW017,60.3
267,14.559918,102.95148,TBW018,65.3
268,14.271639,102.98231,TBW019,69.1
269,16.2593,103.69052,TBW025,71.8
270,16.60361,103.96229,TBW026,63.2
271,17.322672,103.97925,TBW027,69.2
272,17.59971,103.98092,TBW028,65.5
273,16.320581,104.02246,TBW029,65.8
274,16.996626,104.17369,TBW030,66.3
275,15.806231,104.328125,TBW031,
